,Title,Cast and crew,director,cast_crew,genres,id
83,Sleight,"J. D. Dillard (director/screenplay); Alex Theurer (screenplay); Jacob Latimore, Seychelle Gabriel, Dulé Hill, Storm Reid, Sasheer Zamata, Cameron Esposito",J. D. Dillard ," Jacob Latimore, Seychelle Gabriel, Dulé Hill, Storm Reid, Sasheer Zamata, Cameron Esposito",Drama Thriller Action Science Fiction,347882
84,Becoming Bond,"Josh Greenbaum (director/screenplay); George Lazenby, Josh Lawson, Kassandra Clementi, Jane Seymour, Jeff Garlin, Jake Johnson, Dana Carvey",Josh Greenbaum ," George Lazenby, Josh Lawson, Kassandra Clementi, Jane Seymour, Jeff Garlin, Jake Johnson, Dana Carvey",Documentary Comedy,438493
85,Guardians of the Galaxy Vol. 2,"James Gunn (director/screenplay); Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel, Bradley Cooper, Michael Rooker, Karen Gillan, Sean Gunn, Pom Klementieff, Elizabeth Debicki, Chris Sullivan, Sylvester Stallone, Kurt Russell",James Gunn ," Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel, Bradley Cooper, Michael Rooker, Karen Gillan, Sean Gunn, Pom Klementieff, Elizabeth Debicki, Chris Sullivan, Sylvester Stallone, Kurt Russell",Adventure Action Science Fiction,283995
86,The Lovers,"Azazel Jacobs (director/screenplay); Debra Winger, Tracy Letts, Aidan Gillen, Melora Walters, Tyler Ross, Jessica Sula",Azazel Jacobs ," Debra Winger, Tracy Letts, Aidan Gillen, Melora Walters, Tyler Ross, Jessica Sula",Documentary,65695
87,3 Generations,"Gaby Dellal (director/screenplay); Naomi Watts, Elle Fanning, Susan Sarandon, Tate Donovan, Linda Emond, Sam Trammell",Gaby Dellal ," Naomi Watts, Elle Fanning, Susan Sarandon, Tate Donovan, Linda Emond, Sam Trammell",Comedy Drama,300667
88,King Arthur: Legend of the Sword,"Guy Ritchie (director/screenplay); Joby Harold, Lionel Wigram (screenplay); Charlie Hunnam, Jude Law, Àstrid Bergès-Frisbey, Djimon Hounsou, Aidan Gillen, Eric Bana",Guy Ritchie ," Charlie Hunnam, Jude Law, Àstrid Bergès-Frisbey, Djimon Hounsou, Aidan Gillen, Eric Bana",Action Drama Fantasy,274857
89,Snatched,"Jonathan Levine (director); Katie Dippold (screenplay); Amy Schumer, Goldie Hawn, Christopher Meloni, Ike Barinholtz, Joan Cusack, Wanda Sykes",Jonathan Levine ," Amy Schumer, Goldie Hawn, Christopher Meloni, Ike Barinholtz, Joan Cusack, Wanda Sykes",Action Comedy,373569
90,Lowriders,"Ricardo de Montreuil (director); Justin Tipping (screenplay); Demián Bichir, Gabriel Chavarria, Theo Rossi, Melissa Benoist, Tony Revolori, Eva Longoria",Ricardo de Montreuil ," Demián Bichir, Gabriel Chavarria, Theo Rossi, Melissa Benoist, Tony Revolori, Eva Longoria",Drama Action Crime,333384
91,The Wall,"Doug Liman (director); Dwain Worrell (screenplay); Aaron Taylor-Johnson, John Cena",Doug Liman ," Aaron Taylor-Johnson, John Cena",War Thriller Drama,405775
92,Paris Can Wait,"Eleanor Coppola (director/screenplay); Diane Lane, Alec Baldwin, Arnaud Viard",Eleanor Coppola ," Diane Lane, Alec Baldwin, Arnaud Viard",Romance Comedy Drama,375867
93,Alien: Covenant,"Ridley Scott (director); John Logan, Dante Harper (screenplay); Michael Fassbender, Katherine Waterston, Demián Bichir, Billy Crudup, Danny McBride",Ridley Scott ," Michael Fassbender, Katherine Waterston, Demián Bichir, Billy Crudup, Danny McBride",Horror Science Fiction Mystery,126889
94,Diary of a Wimpy Kid: The Long Haul,"David Bowers (director/screenplay); Jeff Kinney (screenplay); Jason Ian Drucker, Owen Asztalos, Charlie Wright, Alicia Silverstone, Tom Everett Scott",David Bowers ," Jason Ian Drucker, Owen Asztalos, Charlie Wright, Alicia Silverstone, Tom Everett Scott",Comedy Family,417830
95,"Everything, Everything","Stella Meghie (director); J. Mills Goodloe (screenplay); Amandla Stenberg, Nick Robinson, Anika Noni Rose, Ana de la Reguera",Stella Meghie ," Amandla Stenberg, Nick Robinson, Anika Noni Rose, Ana de la Reguera",Drama Romance,417678
96,Wakefield,"Robin Swicord (director/screenplay); Bryan Cranston, Jennifer Garner, Beverly D'Angelo, Jason O'Mara, Pippa Bennett-Warner",Robin Swicord ," Bryan Cranston, Jennifer Garner, Beverly D'Angelo, Jason O'Mara, Pippa Bennett-Warner",Drama,369894
97,Baywatch,"Seth Gordon (director) Mark Swift, Damian Shannon (screenplay); Dwayne Johnson, Zac Efron, Priyanka Chopra, Alexandra Daddario, David Hasselhoff",Seth Gordon ," Dwayne Johnson, Zac Efron, Priyanka Chopra, Alexandra Daddario, David Hasselhoff",Comedy Action Crime,339846
98,Pirates of the Caribbean: Dead Men Tell No Tales,"Joachim Rønning, Espen Sandberg (directors); Jeff Nathanson (screenplay); Johnny Depp, Javier Bardem, Geoffrey Rush, Brenton Thwaites, Kaya Scodelario, Kevin McNally","Joachim Rønning, Espen Sandberg "," Johnny Depp, Javier Bardem, Geoffrey Rush, Brenton Thwaites, Kaya Scodelario, Kevin McNally",Adventure Action Fantasy,166426
99,Buena Vista Social Club: Adios,Lucy Walker (director),Lucy Walker ,,Documentary Music,432605
100,War Machine,"David Michôd (director/screenplay); Michael Hastings (book); Brad Pitt, Anthony Michael Hall, Topher Grace, Anthony Hayes, Will Poulter, Ben Kingsley, Tilda Swinton",David Michôd ," Michael Hastings (book)  Brad Pitt, Anthony Michael Hall, Topher Grace, Anthony Hayes, Will Poulter, Ben Kingsley, Tilda Swinton",Comedy Drama War,354287
101,Wonder Woman,"Patty Jenkins (director); Allan Heinberg (screenplay); Gal Gadot, Chris Pine, Connie Nielsen, Robin Wright, Danny Huston, David Thewlis, Elena Anaya",Patty Jenkins ," Gal Gadot, Chris Pine, Connie Nielsen, Robin Wright, Danny Huston, David Thewlis, Elena Anaya",Action Adventure Fantasy,464052
102,Captain Underpants: The First Epic Movie,"David Soren (director); Nicholas Stoller (screenplay); Kevin Hart, Ed Helms, Thomas Middleditch, Nick Kroll, Jordan Peele, Kristen Schaal",David Soren ," Kevin Hart, Ed Helms, Thomas Middleditch, Nick Kroll, Jordan Peele, Kristen Schaal",Action Animation Comedy Family,268531
103,Dean,"Demetri Martin (director/screenplay); Demetri Martin, Kevin Kline, Gillian Jacobs, Mary Steenburgen, Reid Scott, Rory Scovel, Christine Woods, Ginger Gonzaga, Peter Scolari, Briga Heelan",Demetri Martin ," Demetri Martin, Kevin Kline, Gillian Jacobs, Mary Steenburgen, Reid Scott, Rory Scovel, Christine Woods, Ginger Gonzaga, Peter Scolari, Briga Heelan",Drama TV Movie,2141
104,The Mummy,"Alex Kurtzman (director); David Koepp, Christopher McQuarrie, Dylan Kussman (screenplay); Tom Cruise, Russell Crowe, Sofia Boutella, Annabelle Wallis, Jake Johnson, Marwan Kenzari, Courtney B. Vance",Alex Kurtzman ," Tom Cruise, Russell Crowe, Sofia Boutella, Annabelle Wallis, Jake Johnson, Marwan Kenzari, Courtney B. Vance",Adventure Action Fantasy,564
105,It Comes at Night,"Trey Edward Shults (director/screenplay); Joel Edgerton, Riley Keough, Christopher Abbott, Kelvin Harrison Jr., Carmen Ejogo",Trey Edward Shults ," Joel Edgerton, Riley Keough, Christopher Abbott, Kelvin Harrison Jr., Carmen Ejogo",Drama Horror Mystery,418078
106,My Cousin Rachel,"Roger Michell (director/screenplay); Rachel Weisz, Sam Claflin, Iain Glen, Holliday Grainger, Pierfrancesco Favino",Roger Michell ," Rachel Weisz, Sam Claflin, Iain Glen, Holliday Grainger, Pierfrancesco Favino",Drama Romance,413998
107,Megan Leavey,"Gabriela Cowperthwaite (director); Pamela Gray, Annie Mumolo, Tim Lovestedt (screenplay); Kate Mara, Edie Falco, Common, Ramón Rodríguez, Tom Felton, Bradley Whitford, Will Patton, Sam Keeley",Gabriela Cowperthwaite ," Kate Mara, Edie Falco, Common, Ramón Rodríguez, Tom Felton, Bradley Whitford, Will Patton, Sam Keeley",Drama War,424488
108,Beatriz at Dinner,"Miguel Arteta (director); Mike White (screenplay); Salma Hayek, Chloë Sevigny, Connie Britton, John Lithgow, Jay Duplass, David Warshofsky, Amy Landecker, John Early",Miguel Arteta ," Salma Hayek, Chloë Sevigny, Connie Britton, John Lithgow, Jay Duplass, David Warshofsky, Amy Landecker, John Early",Comedy Drama,429107
109,Cars 3,"Brian Fee (director); Kiel Murray, Bob Peterson, Mike Rich (screenplay); Owen Wilson, Cristela Alonzo, Chris Cooper, Armie Hammer, Larry the Cable Guy, Bonnie Hunt, Nathan Fillion, Lea DeLaria, Kerry Washington",Brian Fee ," Owen Wilson, Cristela Alonzo, Chris Cooper, Armie Hammer, Larry the Cable Guy, Bonnie Hunt, Nathan Fillion, Lea DeLaria, Kerry Washington",Animation Adventure Comedy Family,260514
110,Rough Night,"Lucia Aniello (director/screenplay); Paul W. Downs (screenplay); Scarlett Johansson, Zoë Kravitz, Kate McKinnon, Jillian Bell, Ilana Glazer",Lucia Aniello ," Scarlett Johansson, Zoë Kravitz, Kate McKinnon, Jillian Bell, Ilana Glazer",Drama Comedy,397422
111,All Eyez on Me,"Benny Boom (director); Eddie Gonzalez, Jeremy Haft, Steven Bagatourian (screenplay); Demetrius Shipp Jr., Kat Graham, Lauren Cohan, Hill Harper, Danai Gurira",Benny Boom ," Demetrius Shipp Jr., Kat Graham, Lauren Cohan, Hill Harper, Danai Gurira",Music Drama,402529
112,47 Meters Down,"Johannes Roberts (director); Johannes Roberts, Ernest Riera (screenplay); Mandy Moore, Claire Holt, Matthew Modine, Chris J. Johnson, Yani Gellman, Santiago Segura",Johannes Roberts ," Mandy Moore, Claire Holt, Matthew Modine, Chris J. Johnson, Yani Gellman, Santiago Segura",Horror Drama Adventure,480105
113,The Book of Henry,"Colin Trevorrow (director); Gregg Hurwitz (screenplay); Naomi Watts, Jacob Tremblay, Jaeden Lieberher, Dean Norris, Maddie Ziegler, Sarah Silverman, Lee Pace, Tonya Pinkins",Colin Trevorrow ," Naomi Watts, Jacob Tremblay, Jaeden Lieberher, Dean Norris, Maddie Ziegler, Sarah Silverman, Lee Pace, Tonya Pinkins",Drama Crime Thriller,382614
114,Transformers: The Last Knight,"Michael Bay (director); Ken Nolan, Art Marcum, Matt Holloway (screenplay); Mark Wahlberg, Josh Duhamel, Anthony Hopkins, Laura Haddock, Isabela Moner, John Turturro, Jerrod Carmichael, Stanley Tucci, Peter Cullen, John Goodman, John DiMaggio",Michael Bay ," Mark Wahlberg, Josh Duhamel, Anthony Hopkins, Laura Haddock, Isabela Moner, John Turturro, Jerrod Carmichael, Stanley Tucci, Peter Cullen, John Goodman, John DiMaggio",Action Adventure Science Fiction,335988
115,The Beguiled,"Sofia Coppola (director/screenplay); Colin Farrell, Nicole Kidman, Kirsten Dunst, Elle Fanning, Angourie Rice, Oona Laurence",Sofia Coppola ," Colin Farrell, Nicole Kidman, Kirsten Dunst, Elle Fanning, Angourie Rice, Oona Laurence",Drama,399019
116,The Big Sick,"Michael Showalter (director); Kumail Nanjiani, Emily V. Gordon (screenplay); Kumail Nanjiani, Zoe Kazan, Holly Hunter, Ray Romano",Michael Showalter ," Kumail Nanjiani, Zoe Kazan, Holly Hunter, Ray Romano",Comedy Drama Romance,416477
117,The Bad Batch,"Ana Lily Amirpour (director/screenplay); Suki Waterhouse, Jason Momoa, Giovanni Ribisi, Yolonda Ross, Diego Luna, Keanu Reeves, Jim Carrey",Ana Lily Amirpour ," Suki Waterhouse, Jason Momoa, Giovanni Ribisi, Yolonda Ross, Diego Luna, Keanu Reeves, Jim Carrey",Drama Horror Science Fiction,316154
118,Baby Driver,"Edgar Wright (director/screenplay); Ansel Elgort, Lily James, Jamie Foxx, Jon Hamm, Kevin Spacey, Jon Bernthal, Eiza González",Edgar Wright ," Ansel Elgort, Lily James, Jamie Foxx, Jon Hamm, Kevin Spacey, Jon Bernthal, Eiza González",Action Crime,339403
119,Okja,"Bong Joon-ho (director/screenplay); Jon Ronson (screenplay); Tilda Swinton, Paul Dano, Ahn Seo-hyun, Byun Hee-bong, Steven Yeun, Lily Collins, Yoon Je-moon, Shirley Henderson, Daniel Henshall, Devon Bostick, Choi Woo-shik, Giancarlo Esposito, Jake Gyllenhaal",Bong Joon-ho ," Tilda Swinton, Paul Dano, Ahn Seo-hyun, Byun Hee-bong, Steven Yeun, Lily Collins, Yoon Je-moon, Shirley Henderson, Daniel Henshall, Devon Bostick, Choi Woo-shik, Giancarlo Esposito, Jake Gyllenhaal",Adventure Drama Science Fiction Fantasy,387426
120,Despicable Me 3,"Pierre Coffin, Kyle Balda (directors), Eric Guillon (co-director); Cinco Paul, Ken Daurio (screenplay); Steve Carell, Kristen Wiig, Trey Parker, Miranda Cosgrove, Dana Gaier, Nev Scharrel, Steve Coogan, Jenny Slate, Julie Andrews","Pierre Coffin, Kyle Balda "," Steve Carell, Kristen Wiig, Trey Parker, Miranda Cosgrove, Dana Gaier, Nev Scharrel, Steve Coogan, Jenny Slate, Julie Andrews",Action Animation Comedy Family Adventure,324852
121,The House,"Andrew J. Cohen (director/screenplay); Brendan O'Brien (screenplay); Will Ferrell, Amy Poehler, Ryan Simpkins, Jason Mantzoukas, Nick Kroll, Allison Tolman, Cedric Yarbrough, Jeremy Renner",Andrew J. Cohen ," Will Ferrell, Amy Poehler, Ryan Simpkins, Jason Mantzoukas, Nick Kroll, Allison Tolman, Cedric Yarbrough, Jeremy Renner",Animation Action Adventure,791348
122,The Little Hours,"Jeff Baena (director/screenplay); Alison Brie, Dave Franco, Kate Micucci, Aubrey Plaza, John C. Reilly, Molly Shannon",Jeff Baena ," Alison Brie, Dave Franco, Kate Micucci, Aubrey Plaza, John C. Reilly, Molly Shannon",Comedy,411873
123,Inconceivable,"Jonathan Baker (director); Chloe King (screenplay); Nicolas Cage, Faye Dunaway, Gina Gershon, Nicky Whelan",Jonathan Baker ," Nicolas Cage, Faye Dunaway, Gina Gershon, Nicky Whelan",Thriller Drama,433630
124,2:22,"Paul Currie (director); Nathan Parker, Todd Stein (screenplay); Michiel Huisman, Teresa Palmer, Sam Reid, Simone Kessell, Maeve Dermody, Kerry Armstrong, John Waters",Paul Currie ," Michiel Huisman, Teresa Palmer, Sam Reid, Simone Kessell, Maeve Dermody, Kerry Armstrong, John Waters",Drama Thriller Romance Science Fiction Mystery,269795
125,A Ghost Story,"David Lowery (director/screenplay); Casey Affleck, Rooney Mara",David Lowery ," Casey Affleck, Rooney Mara",Drama Fantasy,428449
126,Spider-Man: Homecoming,"Jon Watts (director/screenplay); John Francis Daley, Jonathan M. Goldstein, Christopher Ford, Chris McKenna, Erik Sommers (screenplay); Tom Holland, Michael Keaton, Jon Favreau, Gwyneth Paltrow, Zendaya, Donald Glover, Jacob Batalon, Laura Harrier, Tony Revolori, Bokeem Woodbine, Tyne Daly, Marisa Tomei, Robert Downey Jr.",Jon Watts ," Tom Holland, Michael Keaton, Jon Favreau, Gwyneth Paltrow, Zendaya, Donald Glover, Jacob Batalon, Laura Harrier, Tony Revolori, Bokeem Woodbine, Tyne Daly, Marisa Tomei, Robert Downey Jr.",Action Adventure Science Fiction Drama,315635
127,War for the Planet of the Apes,"Matt Reeves (director/screenplay); Mark Bomback (screenplay); Andy Serkis, Gabriel Chavarria, Woody Harrelson, Judy Greer, Steve Zahn, Amiah Miller",Matt Reeves ," Andy Serkis, Gabriel Chavarria, Woody Harrelson, Judy Greer, Steve Zahn, Amiah Miller",Drama Science Fiction War,281338
128,Wish Upon,"John Leonetti (director); Barbara Marshall (screenplay); Joey King, Ryan Phillippe, Ki Hong Lee, Mitchell Slaggert, Shannon Purser, Sydney Park, Kevin Hanchard, Sherilyn Fenn",John Leonetti ," Joey King, Ryan Phillippe, Ki Hong Lee, Mitchell Slaggert, Shannon Purser, Sydney Park, Kevin Hanchard, Sherilyn Fenn",Horror Thriller Fantasy,440597
129,Dunkirk,"Christopher Nolan (director/screenplay); Fionn Whitehead, Tom Glynn-Carney, Aneurin Barnard, Barry Keoghan, Tom Hardy, Cillian Murphy, Mark Rylance, Kenneth Branagh, Harry Styles, James D'Arcy, Jack Lowden, Kevin Guthrie",Christopher Nolan ," Fionn Whitehead, Tom Glynn-Carney, Aneurin Barnard, Barry Keoghan, Tom Hardy, Cillian Murphy, Mark Rylance, Kenneth Branagh, Harry Styles, James D'Arcy, Jack Lowden, Kevin Guthrie",War Action Drama,374720
130,Girls Trip,"Malcolm D. Lee (director); Kenya Barris, Tracy Oliver (screenplay); Regina Hall, Queen Latifah, Jada Pinkett Smith, Tiffany Haddish, Larenz Tate, Mike Colter, Kate Walsh",Malcolm D. Lee ," Regina Hall, Queen Latifah, Jada Pinkett Smith, Tiffany Haddish, Larenz Tate, Mike Colter, Kate Walsh",Comedy,417870
131,First Kill,"Steven C. Miller (director); Nick Gordon (screenplay); Hayden Christensen, Bruce Willis, Gethin Anthony, Megan Leonard, Tyler Jon Olson, Shea Buckner, William DeMeo",Steven C. Miller ," Hayden Christensen, Bruce Willis, Gethin Anthony, Megan Leonard, Tyler Jon Olson, Shea Buckner, William DeMeo",Horror Thriller Crime Mystery,760161
132,Atomic Blonde,"David Leitch (director); Kurt Johnstad (screenplay); Charlize Theron, James McAvoy, John Goodman, Til Schweiger, Sofia Boutella, Toby Jones, Eddie Marsan, Roland Møller",David Leitch ," Charlize Theron, James McAvoy, John Goodman, Til Schweiger, Sofia Boutella, Toby Jones, Eddie Marsan, Roland Møller",Action Thriller,341013
133,The Emoji Movie,"Tony Leondis (director/screenplay); Eric Siegel, Mike White (screenplay); T. J. Miller, James Corden, Anna Faris, Maya Rudolph, Steven Wright, Jennifer Coolidge, Sean Hayes, Sofia Vergara, Christina Aguilera, Patrick Stewart",Tony Leondis ," T. J. Miller, James Corden, Anna Faris, Maya Rudolph, Steven Wright, Jennifer Coolidge, Sean Hayes, Sofia Vergara, Christina Aguilera, Patrick Stewart",Animation Family Comedy,378236
134,An Inconvenient Sequel: Truth to Power,"Bonni Cohen, Jon Shenk (director); Al Gore","Bonni Cohen, Jon Shenk ", Al Gore,Documentary,432602
135,Detroit,"Kathryn Bigelow (director); Mark Boal (screenplay); John Boyega, Will Poulter, Algee Smith, Jacob Latimore, Jason Mitchell, Hannah Murray, Kaitlyn Dever, Jack Reynor, Ben O'Toole, John Krasinski, Anthony Mackie",Kathryn Bigelow ," John Boyega, Will Poulter, Algee Smith, Jacob Latimore, Jason Mitchell, Hannah Murray, Kaitlyn Dever, Jack Reynor, Ben O'Toole, John Krasinski, Anthony Mackie",Crime Drama Thriller History,407448
136,Brigsby Bear,"Dave McCary (director); Kyle Mooney, Kevin Costello (screenplay); Kyle Mooney, Mark Hamill, Claire Danes, Greg Kinnear, Andy Samberg, Matt Walsh, Michaela Watkins",Dave McCary ," Kyle Mooney, Mark Hamill, Claire Danes, Greg Kinnear, Andy Samberg, Matt Walsh, Michaela Watkins",Comedy Drama,403431
137,Menashe,"Joshua Z. Weinstein (director); Joshua Z. Weinstein, Alex Lipschultz, Musa Syeed (screenplay); Menashe Lustig, Ruben Nidorski, Yoel Weisshaus, Meyer Schwartz",Joshua Z. Weinstein ," Menashe Lustig, Ruben Nidorski, Yoel Weisshaus, Meyer Schwartz",Drama,428584
138,The Dark Tower,"Nikolaj Arcel (director/screenplay); Akiva Goldsman, Jeff Pinkner, Anders Thomas Jensen (screenplay); Idris Elba, Matthew McConaughey, Tom Taylor, Fran Kranz, Abbey Lee, Katheryn Winnick, Jackie Earle Haley, Claudia Kim",Nikolaj Arcel ," Idris Elba, Matthew McConaughey, Tom Taylor, Fran Kranz, Abbey Lee, Katheryn Winnick, Jackie Earle Haley, Claudia Kim",Fantasy Action Science Fiction Adventure,353491
139,Kidnap,"Luis Prieto (director); Knate Lee (screenplay); Halle Berry, Sage Correa, Lew Temple, Chris McGinn",Luis Prieto ," Halle Berry, Sage Correa, Lew Temple, Chris McGinn",Drama Thriller,293768
140,Step,"Amanda Lipitz (director); Blessin Giraldo, Cori Grainger, Tayla Solomon, Gari McIntyre, Paula Dofat",Amanda Lipitz ," Blessin Giraldo, Cori Grainger, Tayla Solomon, Gari McIntyre, Paula Dofat",Music Drama Romance Crime,9762
141,Wind River,"Taylor Sheridan (director/screenplay); Jeremy Renner, Elizabeth Olsen",Taylor Sheridan ," Jeremy Renner, Elizabeth Olsen",Crime Drama Mystery Thriller,395834
142,Armed Response,"John Stockwell (director); Matt Savelloni (screenplay); Wesley Snipes, Anne Heche, Dave Annable, Seth Rollins, Gene Simmons, Mo Gallini",John Stockwell ," Wesley Snipes, Anne Heche, Dave Annable, Seth Rollins, Gene Simmons, Mo Gallini",Action Horror Thriller,450932
143,Annabelle: Creation,"David F. Sandberg (director); Gary Dauberman (screenplay); Stephanie Sigman, Talitha Bateman, Anthony LaPaglia, Miranda Otto",David F. Sandberg ," Stephanie Sigman, Talitha Bateman, Anthony LaPaglia, Miranda Otto",Horror Mystery Thriller,396422
